OID_,Field1,STOP_ID,DIRECTION_ID,STOP_NAME,STATION_NAME,STATION_DESCRIPTIVE_NAME,MAP_ID,ADA,RED,BLUE,G,BRN,P,Pexp,Y,Pnk,O,Location,lat,long,stationame,station_id_min_2020,monthtotal_sum_2019,monthtotal_sum_2020,F_2019_2020__2019,F2019_2020
202,201,30181,N,Midway (Loop-bound),Midway,Midway (Orange Line),40930,True,False,False,False,False,False,False,False,False,True,"(41.78661, -87.737875)",41.786610000000003,-87.737875000000003,Midway Airport,40930,2477340,861649,0.652187830495612,1615691
203,202,30026,N,Dempster-Skokie (Arrival),Dempster-Skokie,Dempster-Skokie  (Yellow Line),40140,True,False,False,False,False,False,False,True,False,False,"(42.038951, -87.751919)",42.038950999999997,-87.751919000000001,Dempster-Skokie,40140,557333,183819,0.670181022835540,373514
204,203,30167,N,Francisco (Kimball-bound),Francisco,Francisco (Brown Line),40870,True,False,False,False,True,False,False,False,False,False,"(41.966046, -87.701644)",41.966045999999999,-87.701644000000002,Francisco,40870,489000,159792,0.673226993865031,329208
205,204,30030,E,LaSalle/Van Buren (Outer Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",40160,False,False,False,False,True,False,False,False,False,False,"(41.8768, -87.631739)",41.876800000000003,-87.631738999999996,LaSalle/Van Buren,40160,830063,257786,0.689438030607315,572277
206,205,30146,S,Harlem (O'Hare Branch) (Forest Pk-bound),Harlem,Harlem (Blue Line - O'Hare Branch),40750,True,False,True,False,False,False,False,False,False,False,"(41.98227, -87.8089)",41.982270000000000,-87.808899999999994,Harlem-O'Hare,40750,844876,313154,0.629349158929831,531722
207,206,30013,S,Belmont (O'Hare Branch) (Forest Pk-bound),Belmont,Belmont (Blue Line),40060,False,False,True,False,False,False,False,False,False,False,"(41.938132, -87.712359)",41.938132000000003,-87.712359000000006,Belmont-O'Hare,40060,1460132,578140,0.604049496894801,881992
208,207,30086,E,California (Loop-bound),California,California (Pink Line),40440,True,False,False,False,False,False,False,False,True,False,"(41.854109, -87.694774)",41.854109000000001,-87.694773999999995,California-Cermak,40440,431296,197742,0.541516730968986,233554
209,208,30143,E,Western (Loop-bound),Western,Western (Pink Line),40740,True,False,False,False,False,False,False,False,True,False,"(41.854225, -87.685129)",41.854225000000000,-87.685129000000003,Western-Cermak,40740,331454,164830,0.502706257881938,166624
210,209,30192,S,69th (95th-bound),69th,69th (Red Line),40990,True,True,False,False,False,False,False,False,False,False,"(41.768367, -87.625724)",41.768366999999998,-87.625724000000005,69th,40990,1423925,682175,0.520919289990695,741750
211,210,30141,N,Washington/Wells (Inner Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink lines)",40730,True,False,False,False,False,False,True,False,True,True,"(41.882695, -87.63378)",41.882694999999998,-87.633780000000002,Washington/Wells,40730,2214522,668828,0.697980873524851,1545694
212,211,30286,S,Harrison (95th-bound),Harrison,Harrison (Red Line),41490,False,True,False,False,False,False,False,False,False,False,"(41.874039, -87.627479)",41.874039000000003,-87.627478999999994,Harrison,41490,1212514,355774,0.706581532254473,856740
213,212,30221,E,Clinton (Loop-63rd-bound),Clinton,Clinton (Green & Pink lines),41160,True,False,False,True,False,False,False,False,True,False,"(41.885678, -87.641782)",41.885677999999999,-87.641782000000006,Clinton-Lake,41160,1271865,408587,0.678749710071431,863278
214,213,30294,S,Sheridan (Loop-bound),Sheridan,Sheridan (Red Line),40080,False,False,False,False,False,False,False,False,False,False,"(41.953775, -87.654929)",41.953775000000000,-87.654928999999996,Sheridan,40080,1503864,496168,0.670071229845252,1007696
215,214,30258,S,Belmont (Loop-bound),Belmont,"Belmont (Red, Brown & Purple lines)",41320,True,False,False,False,True,False,True,False,False,False,"(41.939751, -87.65338)",41.939751000000001,-87.653379999999999,Belmont-North Main,41320,3745165,1220771,0.674040796600417,2524394
216,215,30242,S,Central (Howard-Loop-bound),Central,Central (Purple Line),41250,False,False,False,False,False,True,True,False,False,False,"(42.063987, -87.685617)",42.063986999999997,-87.685616999999993,Central-Evanston,41250,243564,102620,0.578673367164277,140944
217,216,30203,N,Linden (Linden-bound),Linden,Linden (Purple Line),41050,True,False,False,False,False,True,True,False,False,False,"(42.073153, -87.69073)",42.073152999999998,-87.690730000000002,Linden,41050,296321,89189,0.699012219856169,207132
218,217,30220,S,Kedzie (Midway-bound),Kedzie,Kedzie (Orange Line),41150,True,False,False,False,False,False,False,False,False,True,"(41.804236, -87.704406)",41.804236000000003,-87.704406000000006,Kedzie-Midway,41150,1009589,433671,0.570447974373730,575918
219,218,30250,S,Kimball (Loop-bound),Kimball,Kimball (Brown Line),41290,True,False,False,False,True,False,False,False,False,False,"(41.967901, -87.713065)",41.967900999999998,-87.713065000000000,Kimball,41290,1205094,495434,0.588883522779136,709660
220,219,30178,S,63rd (95th-bound),63rd,63rd (Red Line),40910,True,True,False,False,False,False,False,False,False,False,"(41.780536, -87.630952)",41.780535999999998,-87.630951999999994,63rd-Dan Ryan,40910,937730,452870,0.517057148646199,484860
221,220,30234,S,Fullerton (95th-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,True,True,False,False,False,False,False,False,False,False,"(41.925051, -87.652866)",41.925051000000003,-87.652866000000003,Fullerton,41220,3719544,1182831,0.681995696246637,2536713
222,221,30278,S,Addison (Loop-bound),Addison,Addison (Brown Line),41440,True,False,False,False,True,False,False,False,False,False,"(41.947028, -87.674642)",41.947028000000003,-87.674642000000006,Addison-Brown,41440,724269,217970,0.699048281784806,506299
223,222,30174,S,Howard (95th-Bound),Howard,"Howard (Red, Purple & Yellow lines)",40900,True,True,False,False,False,False,False,False,False,False,"(42.019063, -87.672892)",42.019063000000003,-87.672892000000004,Howard,40900,1650809,762300,0.538226408990986,888509
224,223,30238,S,47th (95th-bound),47th,47th (Red Line),41230,True,True,False,False,False,False,False,False,False,False,"(41.810318, -87.63094)",41.810318000000002,-87.630939999999995,47th-Dan Ryan,41230,869861,403043,0.536658155728329,466818
225,224,30382,S,Cermak-McCormick Place (63rd-bound),Cermak-McCormick Place,Cermak-McCormick Place (Green Line),41690,True,False,False,True,False,False,False,False,False,False,"(41.853115, -87.626402)",41.853115000000003,-87.626401999999999,Cermak-McCormick Place,41690,564724,192657,0.658847507809124,372067
226,225,30208,W,Kedzie (Harlem-bound),Kedzie,Kedzie (Green Line),41070,True,False,False,True,False,False,False,False,False,False,"(41.884321, -87.706155)",41.884321000000000,-87.706154999999995,Kedzie-Lake,41070,416436,200628,0.518226089963404,215808
227,226,30189,E,Harlem (Forest Pk Branch) (O'Hare-bound),Harlem,Harlem (Blue Line - Forest Park Branch),40980,False,False,True,False,False,False,False,False,False,False,"(41.87349, -87.806961)",41.873489999999997,-87.806961000000001,Harlem-Forest Park,40980,344096,156087,0.546385311075979,188009
228,227,30056,E,Ashland/63rd (Harlem-bound),Ashland/63rd,Ashland/63rd (Green Line),40290,True,False,False,True,False,False,False,False,False,False,"(41.77886, -87.663766)",41.778860000000002,-87.663765999999995,Ashland/63rd,40290,301890,150810,0.500447182748683,151080
229,228,30119,E,Ridgeland (63rd-bound),Ridgeland,Ridgeland (Green Line),40610,False,False,False,True,False,False,False,False,False,False,"(41.887159, -87.783661)",41.887158999999997,-87.783660999999995,Ridgeland,40610,386792,122683,0.682819189641978,264109
230,229,30298,S,Oakton-Skokie (Howard-bound),Oakton-Skokie,Oakton-Skokie (Yellow Line),41680,True,False,False,False,False,False,False,True,False,False,"(42.02624348, -87.74722084)",42.026243479999998,-87.747220839999997,Oakton-Skokie,41680,274960,100396,0.634870526622054,174564
231,230,30139,E,Cottage Grove (Terminal arrival),Cottage Grove,Cottage Grove (Green Line),40720,True,False,False,True,False,False,False,False,False,False,"(41.780309, -87.605857)",41.780309000000003,-87.605857000000000,East 63rd-Cottage Grove,40720,302869,137986,0.544403686082102,164883
232,231,30122,S,Clark/Division (95th-bound),Clark/Division,Clark/Division (Red Line),40630,True,True,False,False,False,False,False,False,False,False,"(41.90392, -87.631412)",41.903919999999999,-87.631411999999997,Clark/Division,40630,2452981,836745,0.658886473233996,1616236
233,232,30251,N,Loyola (Howard-bound),Loyola,Loyola (Red Line),41300,True,True,False,False,False,False,False,False,False,False,"(42.001073, -87.661061)",42.001072999999998,-87.661061000000004,Loyola,41300,1663404,611755,0.632227047668516,1051649
234,233,30295,E,Morgan (Loop-63rd-bound),Morgan,Morgan (Green & Pink lines),41510,True,False,False,True,False,False,False,False,True,False,"(41.885586, -87.652193)",41.885586000000004,-87.652192999999997,Morgan-Lake,41510,1105090,380747,0.655460641214743,724343
235,234,30019,S,Damen (Loop-bound),Damen,Damen (Brown Line),40090,True,False,False,False,True,False,False,False,False,False,"(41.966286, -87.678639)",41.966285999999997,-87.678639000000004,Damen-Brown,40090,838273,258662,0.691434651957059,579611
236,235,30205,N,Ashland (Loop-bound),Ashland,Ashland (Orange Line),41060,True,False,False,False,False,False,False,False,False,True,"(41.839234, -87.665317)",41.839233999999998,-87.665317000000002,Ashland-Orange,41060,478166,221502,0.536767566075380,256664
237,236,30131,N,Adams/Wabash (Outer Loop),Adams/Wabash,"Adams/Wabash (Brown, Green, Orange, Pink & Purple lines)",40680,False,False,False,True,True,False,False,False,False,False,"(41.879507, -87.626037)",41.879506999999997,-87.626036999999997,Adams/Wabash,40680,2087483,636466,0.695103624795986,1451017
238,237,30160,S,Rosemont (Forest Pk-bound),Rosemont,Rosemont (Blue Line),40820,True,False,True,False,False,False,False,False,False,False,"(41.983507, -87.859388)",41.983507000000003,-87.859387999999996,Rosemont,40820,1968273,709783,0.639387930434447,1258490
239,238,30058,N,Indiana (Harlem-bound),Indiana,Indiana (Green Line),40300,True,False,False,True,False,False,False,False,False,False,"(41.821732, -87.621371)",41.821731999999997,-87.621370999999996,Indiana,40300,231963,99395,0.571504938287572,132568
240,239,30118,W,Kostner (54th/Cermak-bound),Kostner,Kostner (Pink Line),40600,True,False,False,False,False,False,False,False,True,False,"(41.853751, -87.733258)",41.853751000000003,-87.733258000000006,Kostner,40600,144034,69864,0.514947859533166,74170
241,240,30066,N,Berwyn (Howard-bound),Berwyn,Berwyn (Red Line),40340,False,True,False,False,False,False,False,False,False,False,"(41.977984, -87.658668)",41.977983999999999,-87.658668000000006,Berwyn,40340,1013553,406530,0.598906026621203,607023
242,241,30103,N,Diversey (Kimball-Linden-bound),Diversey,Diversey (Brown & Purple lines),40530,True,False,False,False,True,False,True,False,False,False,"(41.932732, -87.653131)",41.932732000000001,-87.653131000000002,Diversey,40530,1651007,525219,0.681879604386898,1125788
243,242,30247,N,Jefferson Park (O'Hare-bound),Jefferson Park,Jefferson Park (Blue Line),41280,True,False,True,False,False,False,False,False,False,False,"(41.970634, -87.760892)",41.970633999999997,-87.760891999999998,Jefferson Park,41280,1896402,826774,0.564030200347817,1069628
244,243,30183,E,Halsted/63rd (Harlem-bound),Halsted,Halsted (Green Line),40940,True,False,False,True,False,False,False,False,False,False,"(41.778943, -87.644244)",41.778942999999998,-87.644244000000000,Halsted/63rd,40940,159214,77657,0.512247666662479,81557
245,244,30275,N,87th (Howard-bound),87th,87th (Red Line),41430,True,True,False,False,False,False,False,False,False,False,"(41.735372, -87.624717)",41.735371999999998,-87.624717000000004,87th,41430,1186724,551680,0.535123583916732,635044
246,245,30210,S,47th (63rd-bound),47th,47th (Green Line),41080,True,False,False,True,False,False,False,False,False,False,"(41.809209, -87.618826)",41.809209000000003,-87.618825999999999,47th-South Elevated,41080,314977,146401,0.535200982928912,168576
247,246,30271,N,Chicago (O'Hare-bound),Chicago,Chicago (Blue Line),41410,False,False,True,False,False,False,False,False,False,False,"(41.896075, -87.655214)",41.896075000000003,-87.655214000000001,Chicago/Milwaukee,41410,1182468,353976,0.700646444554948,828492
248,247,30284,S,Western (Loop-bound),Western,Western (Brown Line),41480,True,False,False,False,True,False,False,False,False,False,"(41.966163, -87.688502)",41.966163000000002,-87.688502000000000,Western-Brown,41480,1258060,436879,0.652735958539338,821181
249,248,30077,W,Forest Park (Terminal Arrival),Forest Park,Forest Park (Blue Line),40390,True,False,True,False,False,False,False,False,False,False,"(41.874257, -87.817318)",41.874257000000000,-87.817318000000000,Forest Park,40390,924239,402347,0.564672124850823,521892
250,249,30112,S,California (Forest Pk-bound),California,California  (Blue Line),40570,False,False,True,False,False,False,False,False,False,False,"(41.921939, -87.69689)",41.921939000000002,-87.696889999999996,California/Milwaukee,40570,1702462,511205,0.699726043811844,1191257
251,250,30254,S,Paulina (Loop-bound),Paulina,Paulina (Brown Line),41310,True,False,False,False,True,False,False,False,False,False,"(41.943623, -87.670907)",41.943623000000002,-87.670907000000000,Paulina,41310,849667,272270,0.679556814610900,577397
252,251,30007,N,Quincy/Wells (Inner Loop),Quincy/Wells,"Quincy/Wells (Brown, Orange, Purple & Pink lines)",40040,True,False,False,False,False,False,True,False,True,True,"(41.878723, -87.63374)",41.878723000000001,-87.633740000000003,Quincy/Wells,40040,2188354,595970,0.727662891835599,1592384
253,252,30091,S,Merchandise Mart (Loop-bound),Merchandise Mart,Merchandise Mart (Brown & Purple lines),40460,True,False,False,False,True,False,True,False,False,False,"(41.888969, -87.633924)",41.888969000000003,-87.633923999999993,Merchandise Mart,40460,2237817,580038,0.740801861814438,1657779
254,253,30051,W,State/Lake (Outer Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",40260,False,False,False,True,True,False,False,False,False,False,"(41.88574, -87.627835)",41.885739999999998,-87.627835000000005,State/Lake,40260,3783187,1164251,0.692256555121383,2618936
255,254,30094,E,Cicero (63rd-bound),Cicero,Cicero (Green Line),40480,True,False,False,True,False,False,False,False,False,False,"(41.886519, -87.744698)",41.886519000000000,-87.744698000000000,Cicero-Lake,40480,370320,193386,0.477786779001944,176934
256,255,30260,S,Montrose (Forest Pk-bound),Montrose,Montrose (Blue Line),41330,False,False,True,False,False,False,False,False,False,False,"(41.961539, -87.743574)",41.961539000000002,-87.743573999999995,Montrose-O'Hare,41330,767589,235161,0.693636829084315,532428
257,256,30042,E,Western (Forest Pk Branch) (O'Hare-bound),Western,Western (Blue Line - Forest Park Branch),40220,False,False,True,False,False,False,False,False,False,False,"(41.875478, -87.688436)",41.875478000000001,-87.688435999999996,Western-Forest Park,40220,494550,201721,0.592112021029218,292829
258,257,30285,N,Harrison (Howard-bound),Harrison,Harrison (Red Line),41490,False,True,False,False,False,False,False,False,False,False,"(41.874039, -87.627479)",41.874039000000003,-87.627478999999994,Harrison,41490,1212514,355774,0.706581532254473,856740
259,258,30127,N,Armitage (Kimball-Linden-bound),Armitage,Armitage (Brown & Purple lines),40660,True,False,False,False,True,False,True,False,False,False,"(41.918217, -87.652644)",41.918216999999999,-87.652643999999995,Armitage,40660,1243651,378662,0.695523905018369,864989
260,259,30227,N,Jarvis (Howard-bound),Jarvis,Jarvis (Red Line),41190,False,True,False,False,False,False,False,False,False,False,"(42.015876, -87.669092)",42.015875999999999,-87.669092000000006,Jarvis,41190,479462,198890,0.585180890247819,280572
261,260,30017,S,Sheridan (95th-bound),Sheridan,Sheridan (Red Line),40080,False,True,False,False,False,False,False,False,False,False,"(41.953775, -87.654929)",41.953775000000000,-87.654928999999996,Sheridan,40080,1503864,496168,0.670071229845252,1007696
262,261,30003,E,Harlem (63rd-bound),Harlem/Lake,Harlem/Lake (Green Line),40020,True,False,False,True,False,False,False,False,False,False,"(41.886848, -87.803176)",41.886848000000001,-87.803175999999993,Harlem-Lake,40020,1101813,489376,0.555844775837642,612437
263,262,30277,N,Addison (Kimball-bound),Addison,Addison (Brown Line),41440,True,False,False,False,True,False,False,False,False,False,"(41.947028, -87.674642)",41.947028000000003,-87.674642000000006,Addison-Brown,41440,724269,217970,0.699048281784806,506299
264,263,30255,N,Belmont (Howard-bound),Belmont,"Belmont (Red, Brown & Purple lines)",41320,True,True,False,False,False,False,False,False,False,False,"(41.939751, -87.65338)",41.939751000000001,-87.653379999999999,Belmont-North Main,41320,3745165,1220771,0.674040796600417,2524394
265,264,30136,W,Laramie (Harlem-bound),Laramie,Laramie (Green Line),40700,True,False,False,True,False,False,False,False,False,False,"(41.887163, -87.754986)",41.887163000000001,-87.754986000000002,Laramie,40700,337121,169442,0.497385211837886,167679
266,265,30249,N,Kimball (Terminal arrival),Kimball,Kimball (Brown Line),41290,True,False,False,False,True,False,False,False,False,False,"(41.967901, -87.713065)",41.967900999999998,-87.713065000000000,Kimball,41290,1205094,495434,0.588883522779136,709660
267,266,30191,N,69th (Howard-bound),69th,69th (Red Line),40990,True,True,False,False,False,False,False,False,False,False,"(41.768367, -87.625724)",41.768366999999998,-87.625724000000005,69th,40990,1423925,682175,0.520919289990695,741750
268,267,30050,E,State/Lake (Inner Loop),State/Lake,"State/Lake (Brown, Green, Orange, Pink & Purple lines)",40260,False,False,False,True,False,False,True,False,True,True,"(41.88574, -87.627835)",41.885739999999998,-87.627835000000005,State/Lake,40260,3783187,1164251,0.692256555121383,2618936
269,268,30153,N,Monroe (O'Hare-bound),Monroe,Monroe (Blue Line),40790,False,False,True,False,False,False,False,False,False,False,"(41.880703, -87.629378)",41.880702999999997,-87.629378000000003,Monroe/Dearborn,40790,2268194,606695,0.732520675039260,1661499
270,269,30040,E,Damen (Loop-bound),Damen,Damen (Pink Line),40210,True,False,False,False,False,False,False,False,True,False,"(41.854517, -87.675975)",41.854517000000001,-87.675974999999994,Damen-Cermak,40210,463277,191722,0.586161195138114,271555
271,270,30179,E,Pulaski (O'Hare-bound),Pulaski,Pulaski (Blue Line),40920,False,False,True,False,False,False,False,False,False,False,"(41.873797, -87.725663)",41.873797000000003,-87.725662999999997,Pulaski-Forest Park,40920,570897,355829,0.376719443262095,215068
272,271,30186,S,Pulaski (Midway-bound),Pulaski,Pulaski (Orange Line),40960,True,False,False,False,False,False,False,False,False,True,"(41.799756, -87.724493)",41.799756000000002,-87.724492999999995,Pulaski-Orange,40960,1465594,568830,0.611877504957035,896764
273,272,30213,N,35-Bronzeville-IIT (Harlem-bound),35th-Bronzeville-IIT,35th-Bronzeville-IIT (Green Line),41120,True,False,False,True,False,False,False,False,False,False,"(41.831677, -87.625826)",41.831676999999999,-87.625826000000004,35-Bronzeville-IIT,41120,480679,185990,0.613068180636142,294689
274,273,30144,W,Western (54th/Cermak-bound),Western,Western (Pink Line),40740,True,False,False,False,False,False,False,False,True,False,"(41.854225, -87.685129)",41.854225000000000,-87.685129000000003,Western-Cermak,40740,331454,164830,0.502706257881938,166624
275,274,30235,N,Fullerton (Kimball-Linden-bound),Fullerton,"Fullerton (Red, Brown & Purple lines)",41220,True,False,False,False,True,False,True,False,False,False,"(41.925051, -87.652866)",41.925051000000003,-87.652866000000003,Fullerton,41220,3719544,1182831,0.681995696246637,2536713
276,275,30148,S,Granville (95th-bound),Granville,Granville (Red Line),40760,True,True,False,False,False,False,False,False,False,False,"(41.993664, -87.659202)",41.993664000000003,-87.659201999999993,Granville,40760,1201804,397034,0.669634982076944,804770
277,276,30071,S,Southport (Loop-bound),Southport,Southport (Brown Line),40360,True,False,False,False,True,False,False,False,False,False,"(41.943744, -87.663619)",41.943744000000002,-87.663618999999997,Southport,40360,1084936,305940,0.718011016318013,778996
278,277,30280,S,Chicago (95th-bound),Chicago,Chicago (Red Line),41450,True,True,False,False,False,False,False,False,False,False,"(41.896671, -87.628176)",41.896670999999998,-87.628175999999996,Chicago/State,41450,4501851,1409684,0.686865691467799,3092167
279,278,30031,W,LaSalle/Van Buren (Inner Loop),LaSalle/Van Buren,"LaSalle/Van Buren (Brown, Orange, Purple & Pink lines)",40160,False,False,False,False,False,False,True,False,True,True,"(41.8768, -87.631739)",41.876800000000003,-87.631738999999996,LaSalle/Van Buren,40160,830063,257786,0.689438030607315,572277
280,279,30222,W,Clinton (Harlem-54th/Cermak-bound),Clinton,Clinton (Green & Pink lines),41160,True,False,False,True,False,False,False,False,True,False,"(41.885678, -87.641782)",41.885677999999999,-87.641782000000006,Clinton-Lake,41160,1271865,408587,0.678749710071431,863278
281,280,30142,S,Washington/Wells (Outer Loop),Washington/Wells,"Washington/Wells (Brown, Orange, Purple & Pink lines)",40730,True,False,False,False,True,False,False,False,False,False,"(41.882695, -87.63378)",41.882694999999998,-87.633780000000002,Washington/Wells,40730,2214522,668828,0.697980873524851,1545694
282,281,30224,S,Garfield (95th-bound),Garfield,Garfield (Red Line),41170,True,True,False,False,False,False,False,False,False,False,"(41.79542, -87.631157)",41.795420000000000,-87.631157000000002,Garfield-Dan Ryan,41170,940726,424323,0.548940924349917,516403
283,282,30244,W,Austin (Harlem-bound),Austin,Austin (Green Line),41260,False,False,False,True,False,False,False,False,False,False,"(41.887293, -87.774135)",41.887293000000000,-87.774135000000001,Austin-Lake,41260,528164,236413,0.552387137328557,291751
284,283,30113,E,54th/Cermak (Loop-bound),54th/Cermak,54th/Cermak (Pink Line),40580,True,False,False,False,False,False,False,False,True,False,"(41.85177331, -87.75669201)",41.851773309999999,-87.756692009999995,54th/Cermak,40580,647566,299853,0.536953762241995,347713
285,284,30282,S,Irving Park (Loop-bound),Irving Park,Irving Park (Brown Line),41460,True,False,False,False,True,False,False,False,False,False,"(41.954521, -87.674868)",41.954521000000000,-87.674868000000004,Irving Park-Brown,41460,947338,281442,0.702912793533037,665896
286,285,30197,N,Logan Square (O'Hare-bound),Logan Square,Logan Square (Blue Line),41020,True,False,True,False,False,False,False,False,False,False,"(41.929728, -87.708541)",41.929727999999997,-87.708540999999997,Logan Square,41020,2261714,700242,0.690393215057253,1561472
287,286,30152,W,Central Park (54th/Cermak-bound),Central Park,Central Park (Pink Line),40780,True,False,False,False,False,False,False,False,True,False,"(41.853839, -87.714842)",41.853839000000001,-87.714842000000004,Central Park,40780,343146,165239,0.518458615283291,177907
288,287,30087,W,California (54th/Cermak-bound),California,California (Pink Line),40440,True,False,False,False,False,False,False,False,True,False,"(41.854109, -87.694774)",41.854109000000001,-87.694773999999995,California-Cermak,40440,431296,197742,0.541516730968986,233554
289,288,30201,E,Kedzie (Loop-bound),Kedzie,Kedzie (Pink Line),41040,True,False,False,False,False,False,False,False,True,False,"(41.853964, -87.705408)",41.853963999999998,-87.705408000000006,Kedzie-Cermak,41040,325089,148445,0.543371199886800,176644
290,289,30069,W,UIC-Halsted (Forest Pk-bound),UIC-Halsted,UIC-Halsted (Blue Line),40350,True,False,True,False,False,False,False,False,False,False,"(41.875474, -87.649707)",41.875473999999997,-87.649707000000006,UIC-Halsted,40350,1729039,524093,0.696887693105824,1204946
291,290,30074,E,Clark/Lake (Inner Loop),Clark/Lake,"Clark/Lake (Blue, Brown, Green, Orange, Purple & Pink lines)",40380,True,False,False,True,False,False,True,False,True,True,"(41.885737, -87.630886)",41.885736999999999,-87.630886000000004,Clark/Lake,40380,5830767,1648674,0.717245775727276,4182093
292,291,30133,N,Dempster (Linden-bound),Dempster,Dempster (Purple Line),40690,False,False,False,False,False,True,True,False,False,False,"(42.041655, -87.681602)",42.041654999999999,-87.681601999999998,Dempster,40690,258934,96449,0.627515119683008,162485
293,292,30081,S,Roosevelt (Midway-63rd-bound),Roosevelt,"Roosevelt (Red, Orange & Green lines)",41400,True,False,False,True,False,False,False,False,False,True,"(41.867405, -87.62659)",41.867404999999998,-87.626589999999993,Roosevelt,41400,3466910,1313925,0.621009775275389,2152985
294,293,30034,E,Oak Park (O'Hare-bound),Oak Park,Oak Park (Blue Line),40180,False,False,True,False,False,False,False,False,False,False,"(41.872108, -87.791602)",41.872107999999997,-87.791601999999997,Oak Park-Forest Park,40180,504438,151589,0.699489332683105,352849
295,294,30168,S,Francisco (Loop-bound),Francisco,Francisco (Brown Line),40870,True,False,False,False,True,False,False,False,False,False,"(41.966046, -87.701644)",41.966045999999999,-87.701644000000002,Francisco,40870,489000,159792,0.673226993865031,329208
296,295,30009,W,Cicero (Harlem-bound),Cicero,Cicero (Green Line),40480,True,False,False,True,False,False,False,False,False,False,"(41.886519, -87.744698)",41.886519000000000,-87.744698000000000,Cicero-Lake,40480,370320,193386,0.477786779001944,176934
297,296,30259,N,Montrose (O'Hare-bound),Montrose,Montrose (Blue Line),41330,False,False,True,False,False,False,False,False,False,False,"(41.961539, -87.743574)",41.961539000000002,-87.743573999999995,Montrose-O'Hare,41330,767589,235161,0.693636829084315,532428
298,297,30125,N,North/Clybourn (Howard-bound),North/Clybourn,North/Clybourn (Red Line),40650,False,True,False,False,False,False,False,False,False,False,"(41.910655, -87.649177)",41.910654999999998,-87.649176999999995,North/Clybourn,40650,1780616,609284,0.657824033929831,1171332
299,298,30172,S,O'Hare (Forest Pk-bound),O'Hare,O'Hare (Blue Line),40890,True,False,True,False,False,False,False,False,False,False,"(41.97766526, -87.90422307)",41.977665260000002,-87.904223070000000,O'Hare Airport,40890,3811167,1355724,0.644275887149527,2455443
300,299,30045,S,Cumberland (Forest Pk-bound),Cumberland,Cumberland (Blue Line),40230,True,False,True,False,False,False,False,False,False,False,"(41.984246, -87.838028)",41.984245999999999,-87.838027999999994,Cumberland,40230,1239810,401506,0.676155217331688,838304
301,300,30388,W,Damen (Harlem-bound),Damen,Damen (Green Line),41710,True,False,False,True,False,False,False,False,False,False,"(41.88497405, -87.67689149)",41.884974049999997,-87.676891490000003,,,,,,
302,301,30387,E,Damen (63rd-bound),Damen,Damen (Green Line),41710,True,False,False,True,False,False,False,False,False,False,"(41.88497405, -87.67689149)",41.884974049999997,-87.676891490000003,,,,,,
